Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Marvin Hall (11250362),Marvin Hall,11250362,WR/FLEX,3000,CAR@ATL 09/16/2018 01:00PM ET,ATL,0
RB,Ricky Ortiz (11250473),Ricky Ortiz,11250473,RB/FLEX,3000,CAR@ATL 09/16/2018 01:00PM ET,ATL,0
RB,Cameron Artis-Payne (11250510),Cameron Artis-Payne,11250510,RB/FLEX,3000,CAR@ATL 09/16/2018 01:00PM ET,CAR,0
WR,Russell Gage (11250666),Russell Gage,11250666,WR/FLEX,3000,CAR@ATL 09/16/2018 01:00PM ET,ATL,0
RB,Elijah Hood (11250682),Elijah Hood,11250682,RB/FLEX,3000,CAR@ATL 09/16/2018 01:00PM ET,CAR,0
RB,Ito Smith (11250714),Ito Smith,11250714,RB/FLEX,3000,CAR@ATL 09/16/2018 01:00PM ET,ATL,0
RB,Alex Armah (11250811),Alex Armah,11250811,RB/FLEX,3000,CAR@ATL 09/16/2018 01:00PM ET,CAR,6.1
RB,Robert Turbin (11250026),Robert Turbin,11250026,RB/FLEX,3000,IND@WAS 09/16/2018 01:00PM ET,IND,0
WR,Matt Hazel (11250230),Matt Hazel,11250230,WR/FLEX,3000,IND@WAS 09/16/2018 01:00PM ET,IND,0
WR,Maurice Harris (11250366),Maurice Harris,11250366,WR/FLEX,3000,IND@WAS 09/16/2018 01:00PM ET,WAS,0
WR,Zach Pascal (11250419),Zach Pascal,11250419,WR/FLEX,3000,IND@WAS 09/16/2018 01:00PM ET,IND,2.8
RB,Byron Marshall (11250425),Byron Marshall,11250425,RB/FLEX,3000,IND@WAS 09/16/2018 01:00PM ET,WAS,0
WR,Marcus Johnson (11250441),Marcus Johnson,11250441,WR/FLEX,3000,IND@WAS 09/16/2018 01:00PM ET,IND,0
WR,Trey Quinn (11250668),Trey Quinn,11250668,WR/FLEX,3000,IND@WAS 09/16/2018 01:00PM ET,WAS,0
WR,Cam Sims (11250689),Cam Sims,11250689,WR/FLEX,3000,IND@WAS 09/16/2018 01:00PM ET,WAS,0
WR,Brian Quick (11250823),Brian Quick,11250823,WR/FLEX,3000,IND@WAS 09/16/2018 01:00PM ET,WAS,0
WR,Michael Campanaro (11250120),Michael Campanaro,11250120,WR/FLEX,3000,HOU@TEN 09/16/2018 01:00PM ET,TEN,0
RB,David Fluellen (11250245),David Fluellen,11250245,RB/FLEX,3000,HOU@TEN 09/16/2018 01:00PM ET,TEN,0
WR,Sammie Coates Jr. (11250284),Sammie Coates Jr.,11250284,WR/FLEX,3000,HOU@TEN 09/16/2018 01:00PM ET,HOU,0
RB,Tyler Ervin (11250312),Tyler Ervin,11250312,RB/FLEX,3000,HOU@TEN 09/16/2018 01:00PM ET,HOU,2.2
WR,Darius Jennings (11250341),Darius Jennings,11250341,WR/FLEX,3000,HOU@TEN 09/16/2018 01:00PM ET,TEN,6
RB,Buddy Howell (11250710),Buddy Howell,11250710,RB/FLEX,3000,HOU@TEN 09/16/2018 01:00PM ET,HOU,0
WR,Cameron Batson (11250750),Cameron Batson,11250750,WR/FLEX,3000,HOU@TEN 09/16/2018 01:00PM ET,TEN,0
WR,Vyncint Smith (11250762),Vyncint Smith,11250762,WR/FLEX,3000,HOU@TEN 09/16/2018 01:00PM ET,HOU,0
WR,Markus Wheaton (11250114),Markus Wheaton,11250114,WR/FLEX,3000,PHI@TB 09/16/2018 01:00PM ET,PHI,0
WR,Freddie Martino (11250255),Freddie Martino,11250255,WR/FLEX,3000,PHI@TB 09/16/2018 01:00PM ET,TB,0
WR,DeAndre Carter (11250391),DeAndre Carter,11250391,WR/FLEX,3000,PHI@TB 09/16/2018 01:00PM ET,PHI,2
RB,Wendell Smallwood (11250519),Wendell Smallwood,11250519,RB/FLEX,3000,PHI@TB 09/16/2018 01:00PM ET,PHI,0
WR,Shelton Gibson (11250556),Shelton Gibson,11250556,WR/FLEX,3000,PHI@TB 09/16/2018 01:00PM ET,PHI,0
RB,Shaun Wilson (11250698),Shaun Wilson,11250698,RB/FLEX,3000,PHI@TB 09/16/2018 01:00PM ET,TB,0.6
WR,Justin Watson (11250704),Justin Watson,11250704,WR/FLEX,3000,PHI@TB 09/16/2018 01:00PM ET,TB,0
RB,Anthony Sherman (11250019),Anthony Sherman,11250019,RB/FLEX,3000,KC@PIT 09/16/2018 01:00PM ET,KC,10.6
WR,Justin Hunter (11250174),Justin Hunter,11250174,WR/FLEX,3000,KC@PIT 09/16/2018 01:00PM ET,PIT,1.6
RB,Roosevelt Nix (11250187),Roosevelt Nix,11250187,RB/FLEX,3000,KC@PIT 09/16/2018 01:00PM ET,PIT,0
WR,Eli Rogers (11250353),Eli Rogers,11250353,WR/FLEX,3000,KC@PIT 09/16/2018 01:00PM ET,PIT,0
RB,Damien Williams (11250439),Damien Williams,11250439,RB/FLEX,3000,KC@PIT 09/16/2018 01:00PM ET,KC,0
WR,Ryan Switzer (11250525),Ryan Switzer,11250525,WR/FLEX,3000,KC@PIT 09/16/2018 01:00PM ET,PIT,0.8
WR,Marcus Kemp (11250589),Marcus Kemp,11250589,WR/FLEX,3000,KC@PIT 09/16/2018 01:00PM ET,KC,0
RB,Darrel Williams (11250670),Darrel Williams,11250670,RB/FLEX,3000,KC@PIT 09/16/2018 01:00PM ET,KC,0
RB,Jaylen Samuels (11250706),Jaylen Samuels,11250706,RB/FLEX,3000,KC@PIT 09/16/2018 01:00PM ET,PIT,0
WR,Andre Roberts (11249963),Andre Roberts,11249963,WR/FLEX,3000,MIA@NYJ 09/16/2018 01:00PM ET,NYJ,6.2
RB,Brandon Bolden (11250081),Brandon Bolden,11250081,RB/FLEX,3000,MIA@NYJ 09/16/2018 01:00PM ET,MIA,0
RB,Senorise Perry (11250207),Senorise Perry,11250207,RB/FLEX,3000,MIA@NYJ 09/16/2018 01:00PM ET,MIA,0
WR,Charone Peake (11250304),Charone Peake,11250304,WR/FLEX,3000,MIA@NYJ 09/16/2018 01:00PM ET,NYJ,0
WR,Tanner McEvoy (11250325),Tanner McEvoy,11250325,WR/FLEX,3000,MIA@NYJ 09/16/2018 01:00PM ET,MIA,0
RB,Elijah McGuire (11250552),Elijah McGuire,11250552,RB/FLEX,3000,MIA@NYJ 09/16/2018 01:00PM ET,NYJ,0
WR,ArDarius Stewart (11250629),ArDarius Stewart,11250629,WR/FLEX,3000,MIA@NYJ 09/16/2018 01:00PM ET,NYJ,0
RB,Trenton Cannon (11250819),Trenton Cannon,11250819,RB/FLEX,3000,MIA@NYJ 09/16/2018 01:00PM ET,NYJ,3.1
RB,Taiwan Jones (11249997),Taiwan Jones,11249997,RB/FLEX,3000,LAC@BUF 09/16/2018 01:00PM ET,BUF,0
RB,Patrick DiMarco (11250038),Patrick DiMarco,11250038,RB/FLEX,3000,LAC@BUF 09/16/2018 01:00PM ET,BUF,0
RB,Marcus Murphy (11250201),Marcus Murphy,11250201,RB/FLEX,3000,LAC@BUF 09/16/2018 01:00PM ET,BUF,3.1
WR,Geremy Davis (11250241),Geremy Davis,11250241,WR/FLEX,3000,LAC@BUF 09/16/2018 01:00PM ET,LAC,0
RB,Derek Watt (11250351),Derek Watt,11250351,RB/FLEX,3000,LAC@BUF 09/16/2018 01:00PM ET,LAC,0.1
WR,Robert Foster (11250625),Robert Foster,11250625,WR/FLEX,3000,LAC@BUF 09/16/2018 01:00PM ET,BUF,0
WR,Artavis Scott (11250692),Artavis Scott,11250692,WR/FLEX,3000,LAC@BUF 09/16/2018 01:00PM ET,LAC,0
RB,Detrez Newsome (11250712),Detrez Newsome,11250712,RB/FLEX,3000,LAC@BUF 09/16/2018 01:00PM ET,LAC,0
WR,Ray-Ray McCloud III (11250772),Ray-Ray McCloud III,11250772,WR/FLEX,3000,LAC@BUF 09/16/2018 01:00PM ET,BUF,0
WR,J.J. Jones (11250821),J.J. Jones,11250821,WR/FLEX,3000,LAC@BUF 09/16/2018 01:00PM ET,LAC,-1
WR,Trevor Davis (11250396),Trevor Davis,11250396,WR/FLEX,3000,MIN@GB 09/16/2018 01:00PM ET,GB,0
RB,Darius Jackson (11250465),Darius Jackson,11250465,RB/FLEX,3000,MIN@GB 09/16/2018 01:00PM ET,GB,0
WR,Stacy Coley (11250558),Stacy Coley,11250558,WR/FLEX,3000,MIN@GB 09/16/2018 01:00PM ET,MIN,0
WR,Marquez Valdes-Scantling (11250571),Marquez Valdes-Scantling,11250571,WR/FLEX,3000,MIN@GB 09/16/2018 01:00PM ET,GB,0
WR,J'Mon Moore (11250585),J'Mon Moore,11250585,WR/FLEX,3000,MIN@GB 09/16/2018 01:00PM ET,GB,0
RB,Roc Thomas (11250720),Roc Thomas,11250720,RB/FLEX,3000,MIN@GB 09/16/2018 01:00PM ET,MIN,0
RB,Mike Boone (11250758),Mike Boone,11250758,RB/FLEX,3000,MIN@GB 09/16/2018 01:00PM ET,MIN,0
WR,Equanimeous St. Brown (11250797),Equanimeous St. Brown,11250797,WR/FLEX,3000,MIN@GB 09/16/2018 01:00PM ET,GB,0
RB,C.J. Ham (11250801),C.J. Ham,11250801,RB/FLEX,3000,MIN@GB 09/16/2018 01:00PM ET,MIN,0
WR,Brandon Zylstra (11250803),Brandon Zylstra,11250803,WR/FLEX,3000,MIN@GB 09/16/2018 01:00PM ET,MIN,0
RB,Zach Line (11250058),Zach Line,11250058,RB/FLEX,3000,CLE@NO 09/16/2018 01:00PM ET,NO,0
WR,Tommylee Lewis (11250377),Tommylee Lewis,11250377,WR/FLEX,3000,CLE@NO 09/16/2018 01:00PM ET,NO,0
WR,Derrick Willies (11250562),Derrick Willies,11250562,WR/FLEX,3000,CLE@NO 09/16/2018 01:00PM ET,CLE,0
WR,Rashard Higgins (11250567),Rashard Higgins,11250567,WR/FLEX,3000,CLE@NO 09/16/2018 01:00PM ET,CLE,4.8
TE,David Njoku (11250702),David Njoku,11250702,TE/FLEX,3000,CLE@NO 09/16/2018 01:00PM ET,CLE,4.3
WR,Damion Ratley (11250768),Damion Ratley,11250768,WR/FLEX,3000,CLE@NO 09/16/2018 01:00PM ET,CLE,0
WR,Antonio Callaway (11250778),Antonio Callaway,11250778,WR/FLEX,3000,CLE@NO 09/16/2018 01:00PM ET,CLE,0
RB,Nick Bellore (11249995),Nick Bellore,11249995,RB/FLEX,3000,DET@SF 09/16/2018 04:05PM ET,DET,0
TE,Luke Willson (11250085),Luke Willson,11250085,TE/FLEX,3000,DET@SF 09/16/2018 04:05PM ET,DET,0
WR,Bradley Marquez (11250331),Bradley Marquez,11250331,WR/FLEX,3000,DET@SF 09/16/2018 04:05PM ET,DET,0
RB,Raheem Mostert (11250347),Raheem Mostert,11250347,RB/FLEX,3000,DET@SF 09/16/2018 04:05PM ET,SF,0
WR,Victor Bolden Jr. (11250611),Victor Bolden Jr.,11250611,WR/FLEX,3000,DET@SF 09/16/2018 04:05PM ET,SF,0
WR,Kendrick Bourne (11250634),Kendrick Bourne,11250634,WR/FLEX,3000,DET@SF 09/16/2018 04:05PM ET,SF,0
WR,Brandon Powell (11250650),Brandon Powell,11250650,WR/FLEX,3000,DET@SF 09/16/2018 04:05PM ET,DET,0
WR,Richie James Jr. (11250674),Richie James Jr.,11250674,WR/FLEX,3000,DET@SF 09/16/2018 04:05PM ET,SF,0
RB,Derrick Coleman (11250063),Derrick Coleman,11250063,RB/FLEX,3000,ARI@LAR 09/16/2018 04:05PM ET,ARI,0
RB,Justin Davis (11250515),Justin Davis,11250515,RB/FLEX,3000,ARI@LAR 09/16/2018 04:05PM ET,LAR,0
WR,Pharoh Cooper (11250587),Pharoh Cooper,11250587,WR/FLEX,3000,ARI@LAR 09/16/2018 04:05PM ET,LAR,0
WR,Josh Reynolds (11250672),Josh Reynolds,11250672,WR/FLEX,3000,ARI@LAR 09/16/2018 04:05PM ET,LAR,0
WR,Michael Thomas (11250716),Michael Thomas,11250716,WR/FLEX,3000,ARI@LAR 09/16/2018 04:05PM ET,LAR,0
WR,Trent Sherfield (11250728),Trent Sherfield,11250728,WR/FLEX,3000,ARI@LAR 09/16/2018 04:05PM ET,ARI,0
DST,Patriots  (11249870),Patriots ,11249870,DST,3000,NE@JAX 09/16/2018 04:25PM ET,NE,8
WR,Matthew Slater (11249911),Matthew Slater,11249911,WR/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,NE,0
RB,James Develin (11249983),James Develin,11249983,RB/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,NE,6.2
RB,Tommy Bohanon (11250109),Tommy Bohanon,11250109,RB/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,JAX,0
WR,Rashad Greene Sr. (11250337),Rashad Greene Sr.,11250337,WR/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,JAX,0
WR,Jaydon Mickens (11250475),Jaydon Mickens,11250475,WR/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,JAX,0
WR,Cody Hollister (11250488),Cody Hollister,11250488,WR/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,NE,0
WR,Riley McCarron (11250498),Riley McCarron,11250498,WR/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,NE,-1
WR,Chad Hansen (11250642),Chad Hansen,11250642,WR/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,NE,0
WR,Braxton Berrios (11250656),Braxton Berrios,11250656,WR/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,NE,0
WR,D.J. Chark Jr. (11250662),D.J. Chark Jr.,11250662,WR/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,JAX,0
WR,Bennie Fowler (11250827),Bennie Fowler,11250827,WR/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,NE,0
WR,Corey Coleman (11250829),Corey Coleman,11250829,WR/FLEX,3000,NE@JAX 09/16/2018 04:25PM ET,NE,0
WR,Dwayne Harris (11249959),Dwayne Harris,11249959,WR/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,OAK,0
WR,Jordan Taylor (11250191),Jordan Taylor,11250191,WR/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,DEN,0
RB,Keith Smith (11250243),Keith Smith,11250243,RB/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,OAK,0
RB,DeAndre Washington (11250333),DeAndre Washington,11250333,RB/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,OAK,0
RB,Andy Janovich (11250410),Andy Janovich,11250410,RB/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,DEN,0
WR,Keon Hatcher (11250454),Keon Hatcher,11250454,WR/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,OAK,0
WR,Seth Roberts (11250504),Seth Roberts,11250504,WR/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,OAK,2.1
WR,DaeSean Hamilton (11250602),DaeSean Hamilton,11250602,WR/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,DEN,0
WR,Isaiah McKenzie (11250678),Isaiah McKenzie,11250678,WR/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,DEN,0
WR,Tim Patrick (11250740),Tim Patrick,11250740,WR/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,DEN,0
WR,Carlos Henderson (11250831),Carlos Henderson,11250831,WR/FLEX,3000,OAK@DEN 09/16/2018 04:25PM ET,DEN,0
WR,Russell Shepard (11250100),Russell Shepard,11250100,WR/FLEX,3000,NYG@DAL 09/16/2018 08:20PM ET,NYG,0
WR,Kaelin Clay (11250228),Kaelin Clay,11250228,WR/FLEX,3000,NYG@DAL 09/16/2018 08:20PM ET,NYG,-1
RB,Jamize Olawale (11250247),Jamize Olawale,11250247,RB/FLEX,3000,NYG@DAL 09/16/2018 08:20PM ET,DAL,0
WR,Noah Brown (11250732),Noah Brown,11250732,WR/FLEX,3000,NYG@DAL 09/16/2018 08:20PM ET,DAL,0
WR,Josh Bellamy (11250205),Josh Bellamy,11250205,WR/FLEX,3000,SEA@CHI 09/17/2018 08:15PM ET,CHI,0
RB,Michael Burton (11250220),Michael Burton,11250220,RB/FLEX,3000,SEA@CHI 09/17/2018 08:15PM ET,CHI,1.6
RB,Tre Madden (11250297),Tre Madden,11250297,RB/FLEX,3000,SEA@CHI 09/17/2018 08:15PM ET,SEA,1.7
